experiment,condition,slope,intercept,pval,model,accuracy_train,accuracy_test,p_corrected
data_Haddara_unpub,regression_correct_incorrect,-0.005924015267240297,-0.11835081102081577,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015179157914,-0.11835067208635205,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015076875176,-0.11835068521137754,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014919727433,-0.1183507990994886,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015027106019,-0.11835095565132603,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015420234295,-0.11835107708745124,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015243874094,-0.11835096994312025,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015584717131,-0.11835082208828607,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240154527918825,-0.11835075115450527,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015355279326,-0.11835038320318059,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015412929802,-0.11835072271313123,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401533145663,-0.11835099115557553,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015352413954,-0.11835103703514116,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015248196868,-0.11835054211535781,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014990583949,-0.11835052177661283,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015296440452,-0.11835057712730174,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014645512514,-0.11835046501203374,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014802072325,-0.11835103850796856,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240152374308505,-0.11835090175616528,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015413380126,-0.1183505385025564,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015308438224,-0.1183510514156415,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015138984732,-0.11835074949159484,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014786228321,-0.11835081724749047,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014727596384,-0.11835040909231795,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401486465475,-0.11835085043146054,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015393930664,-0.11835067635570856,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015074286276,-0.11835045376471481,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014835662254,-0.11835057408480056,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015442862779,-0.11835058136090212,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240156457334575,-0.11835080005076255,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240154313345015,-0.11835066225499585,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015461326848,-0.11835030861161118,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015038402827,-0.11835015310995724,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240156284743085,-0.11835068036949438,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401516494979,-0.11835086155408833,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015259328692,-0.11835006974188211,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014863207747,-0.11835031130418004,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014949605313,-0.1183504705907185,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240152909835,-0.11835046979294286,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240152186107045,-0.11835072741630294,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015222884108,-0.11835023154254083,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015313407778,-0.11835054485516716,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015041276746,-0.1183504698136208,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015037427615,-0.11835039313042305,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015400601783,-0.1183507860258687,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015111182305,-0.11835061457597211,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014779484933,-0.11835037373542828,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015200076519,-0.11835051808988127,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015341322717,-0.11835042445923494,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014909356531,-0.11835077808523961,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015119645049,-0.1183505425937241,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015452131302,-0.11835089955765224,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015415952851,-0.11835042090257028,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015657345627,-0.11835084904792242,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015311064759,-0.1183506211981383,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240153342332786,-0.11835046908766388,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401477550677,-0.11835028093297105,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015613706862,-0.11835060710119134,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015377281765,-0.11835079731865708,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015023231132,-0.11835048423071429,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240151296645486,-0.11835007360572515,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015309941528,-0.11835037832197205,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401526968543,-0.11835006631301967,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240147466009824,-0.11835052844687194,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015126893915,-0.11835063190911052,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015032025952,-0.11835087313475093,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015230021263,-0.11835053480960679,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240154737026166,-0.1183504079087356,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015343161618,-0.11835035380444257,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015584875765,-0.11835084769887996,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401549989083,-0.11835056257179474,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015022826242,-0.11835046305291917,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401513541039,-0.11835086848886056,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015011207797,-0.11835031527056722,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240147191419,-0.11835056700665772,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015146294667,-0.11835127463204995,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015064092944,-0.11835089589598725,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401527569835,-0.11835081936831451,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015254808501,-0.11835021353912623,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240152465547665,-0.11835059020470341,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015245335655,-0.11835068560059556,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401472672069,-0.11835081879259529,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015584180745,-0.11835087037057254,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240152434509525,-0.11835063742430336,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015181960938,-0.11835048859354937,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401514569674,-0.11835091490372657,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015398766999,-0.11835066985746065,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015330203559,-0.1183504800950184,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015342808654,-0.11835048120826241,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015476477184,-0.11834990172689361,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014879906684,-0.11835048789473086,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015542686158,-0.11835070373593984,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401515192122,-0.11835083836609739,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014988141155,-0.11835048136201298,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401564309207,-0.1183510056203017,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015140921228,-0.11835097941108787,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015609616143,-0.11835095111885821,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014899387043,-0.11835078736937601,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014783262981,-0.1183506237255086,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240151714073964,-0.11835037750825271,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015239644034,-0.11835024218892526,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015543463401,-0.11835044130171626,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014798786055,-0.11835052071210819,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240150554472435,-0.11835077779626804,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015120705717,-0.11835058127022885,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240152082015865,-0.11835059418833367,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015190840682,-0.11835055494185462,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014947415877,-0.11835062775059653,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015233901191,-0.1183507101490911,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015252575736,-0.11835079558811862,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015108308612,-0.11835053398274818,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015015983617,-0.11835078275729552,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015483423049,-0.11835055229056113,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240155127499965,-0.11835070485640395,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015069229271,-0.11835061764449749,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015131335289,-0.11835068842532084,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014941407437,-0.11835065419121255,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.00592401490631897,-0.1183505529972379,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015184055668,-0.118350753527166,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014778164833,-0.1183504489411279,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015436773364,-0.11835055783422796,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015328707871,-0.11835070075733561,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015272406921,-0.11835029171381513,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924014874955247,-0.11835054502066945,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.0059240149504819935,-0.11835082522151721,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015296095946,-0.11835110628691875,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Haddara_unpub,regression_correct_incorrect,-0.005924015415861515,-0.1183506551795363,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524035121839,-0.11712817033861532,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395236047839435,-0.11713181319074505,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524950448549,-0.11713199198671398,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524354735444,-0.11713086606489427,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395246417257685,-0.11712834778889586,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524139880388,-0.11712839675214226,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524298758406,-0.11712873309635193,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839525417236925,-0.11713005330061968,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523223109027,-0.11712746747836603,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839522628609421,-0.1171269322533201,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523838597447,-0.11713184856379938,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524465014558,-0.11712411679011656,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524356537604,-0.1171265632282421,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524021380972,-0.1171310855369917,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.00583952265292301,-0.11712666733573818,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523954930018,-0.11712874665144751,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.00583952579370263,-0.11712868123329105,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524056502891,-0.11712838941346446,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524206448048,-0.11712903468291788,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523847904935,-0.11712673388853997,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523618598575,-0.117125747709737,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524615221964,-0.11713130656445946,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839525002389301,-0.1171277624065259,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839525539008704,-0.11712813715120438,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523848366887,-0.11712983529499985,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.00583952318723918,-0.11712743657068758,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524054703729,-0.11712751723786263,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524974734122,-0.11712868978267041,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395234723525175,-0.11712905218032031,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524849744063,-0.11712691368488365,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395228234351835,-0.11712505118860711,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524156527961,-0.11713769655422265,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395247808883805,-0.11712930003664764,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523680372767,-0.11712671638671864,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.00583952461572681,-0.11712225455676616,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839525414482813,-0.11713075972828604,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395257823024415,-0.11713081404111214,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524955163701,-0.11712854769978562,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523701818011,-0.11712940553618763,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839525348073688,-0.11712478766858707,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524366468148,-0.11712603070656102,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523888297605,-0.11712879016907563,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523363009568,-0.11712598419269254,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524873863148,-0.11712739925146047,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395242237711965,-0.11713097839273884,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839522874151766,-0.11712852796255013,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523643232448,-0.11712633397855847,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524536600873,-0.11712772905640141,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523051508255,-0.11713065960625774,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524245112914,-0.11712745754924997,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523057853632,-0.11712935432567426,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523908755846,-0.11713214102360309,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523447394945,-0.11712591846704105,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395252612045935,-0.11712497208916216,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523383505095,-0.11712626608177198,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523404793723,-0.11712956250240986,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524893384224,-0.11712541651599176,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839523133172788,-0.11712815034369072,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524080949862,-0.11712674244733906,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839522970588388,-0.11712864976461897,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839524243854805,-0.11712485024031426,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.005839522879536895,-0.11712634021264721,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
data_Wierzchon_2014,regression_correct_incorrect,-0.0058395247835396746,-0.11712655038777758,9.999000099990002e-05,regression,correct,incorrect,0.11828817118288172
